,alg,p,dim,maze
603,m_astar,0.6,20,"[[0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1]
 [0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1]
 [1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1]
 [1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 0 1]
 [0 1 1 1 0 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1]
 [1 1 1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 0 1]
 [1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 0 1 1]
 [0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1]
 [1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0]
 [1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 1 1 0 0]
 [0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 1]
 [1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0]
 [1 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0]
 [1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1]
 [0 1 1 1 1 1 0 0 0 1 0 0 1 1 1 1 0 0 1 0]
 [1 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 1 1 0]
 [0 1 1 0 1 1 0 0 1 1 1 0 1 0 0 0 1 1 0 1]
 [0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1]
 [1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0]
 [1 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0]]"
604,dfs,0.6,20,"[[0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0]
 [1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1]
 [0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1]
 [1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1]
 [1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0]
 [0 1 1 0 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1]
 [0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1]
 [0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0]
 [1 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 1]
 [1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1]
 [1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
 [1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0]
 [1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0]
 [0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 1]
 [1 0 0 1 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0]
 [0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1]
 [0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0]]"
605,bfs,0.6,20,"[[0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0]
 [1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1]
 [0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1]
 [1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1]
 [1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0]
 [0 1 1 0 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1]
 [0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1]
 [0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0]
 [1 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 1]
 [1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1]
 [1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
 [1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0]
 [1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0]
 [0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 1]
 [1 0 0 1 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0]
 [0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1]
 [0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0]]"
606,e_astar,0.6,20,"[[0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0]
 [1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1]
 [0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1]
 [1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1]
 [1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0]
 [0 1 1 0 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1]
 [0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1]
 [0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0]
 [1 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 1]
 [1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1]
 [1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
 [1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0]
 [1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0]
 [0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 1]
 [1 0 0 1 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0]
 [0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1]
 [0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0]]"
607,m_astar,0.6,20,"[[0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0]
 [1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1]
 [0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1]
 [1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1]
 [1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0]
 [0 1 1 0 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1]
 [0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1]
 [0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0]
 [1 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 1]
 [1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1]
 [1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
 [1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0]
 [1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0]
 [0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 1]
 [1 0 0 1 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0]
 [0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1]
 [0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0]]"
608,dfs,0.6,20,"[[0 1 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0]
 [1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0]
 [1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1]
 [1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1]
 [1 1 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 1]
 [0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1]
 [0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0]
 [1 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1]
 [0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1]
 [0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 0 0 0]
 [1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 1]
 [1 1 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1]
 [1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0]
 [1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1]
 [1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1]
 [1 1 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1]
 [1 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0]
 [1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1]
 [1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0]]"
609,bfs,0.6,20,"[[0 1 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0]
 [1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0]
 [1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1]
 [1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1]
 [1 1 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 1]
 [0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1]
 [0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0]
 [1 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1]
 [0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1]
 [0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 0 0 0]
 [1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 1]
 [1 1 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1]
 [1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0]
 [1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1]
 [1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1]
 [1 1 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1]
 [1 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0]
 [1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1]
 [1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0]]"
610,e_astar,0.6,20,"[[0 1 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0]
 [1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0]
 [1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1]
 [1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1]
 [1 1 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 1]
 [0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1]
 [0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0]
 [1 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1]
 [0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1]
 [0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 0 0 0]
 [1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 1]
 [1 1 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1]
 [1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0]
 [1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1]
 [1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1]
 [1 1 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1]
 [1 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0]
 [1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1]
 [1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0]]"
611,m_astar,0.6,20,"[[0 1 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0]
 [1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0]
 [1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1]
 [1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1]
 [1 1 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 1]
 [0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1]
 [0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0]
 [1 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1]
 [0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1]
 [0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 0 0 0]
 [1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 1]
 [1 1 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1]
 [1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0]
 [1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1]
 [1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1]
 [1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1]
 [1 1 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1]
 [1 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0]
 [1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1]
 [1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0]]"
612,dfs,0.6,20,"[[0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1]
 [1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 0]
 [1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 1 1]
 [1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0]
 [1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 0 1]
 [1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 1 1]
 [0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1]
 [1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 1 1]
 [0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1]
 [1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0]
 [1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0]
 [1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1]
 [1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1]
 [1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0]
 [1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1]
 [1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0]
 [1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0]]"
613,bfs,0.6,20,"[[0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1]
 [1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 0]
 [1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 1 1]
 [1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0]
 [1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 0 1]
 [1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 1 1]
 [0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1]
 [1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 1 1]
 [0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1]
 [1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0]
 [1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0]
 [1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1]
 [1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1]
 [1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0]
 [1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1]
 [1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0]
 [1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0]]"
614,e_astar,0.6,20,"[[0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1]
 [1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 0]
 [1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 1 1]
 [1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0]
 [1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 0 1]
 [1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 1 1]
 [0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1]
 [1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 1 1]
 [0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1]
 [1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0]
 [1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0]
 [1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1]
 [1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1]
 [1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0]
 [1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1]
 [1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0]
 [1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0]]"
615,m_astar,0.6,20,"[[0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1]
 [1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 0]
 [1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 1 1]
 [1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0]
 [1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 0 1]
 [1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 1 1]
 [0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1]
 [1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 1 1]
 [0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1]
 [1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0]
 [1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0]
 [1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1]
 [1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1]
 [1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1]
 [1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0]
 [1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1]
 [1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0]
 [1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0]]"
616,dfs,0.6,20,"[[0 1 0 1 1 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0]
 [1 0 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 0 0]
 [0 0 0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0]
 [1 0 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 1 0]
 [1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 0 0 1]
 [0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 0 0 1]
 [1 1 0 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1 0 1]
 [1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1]
 [1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 0 1 1]
 [0 0 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1]
 [0 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0]
 [1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 1]
 [1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1]
 [0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1]
 [1 0 0 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0]
 [1 1 1 0 1 0 1 0 1 0 0 0 1 1 1 1 1 1 0 1]
 [1 1 0 1 1 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1]
 [1 0 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 0]
 [0 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 0 0]
 [1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 0]]"
617,bfs,0.6,20,"[[0 1 0 1 1 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0]
 [1 0 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 0 0]
 [0 0 0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0]
 [1 0 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 1 0]
 [1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 0 0 1]
 [0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 0 0 1]
 [1 1 0 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1 0 1]
 [1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1]
 [1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 0 1 1]
 [0 0 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1]
 [0 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0]
 [1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 1]
 [1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1]
 [0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1]
 [1 0 0 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0]
 [1 1 1 0 1 0 1 0 1 0 0 0 1 1 1 1 1 1 0 1]
 [1 1 0 1 1 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1]
 [1 0 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 0]
 [0 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 0 0]
 [1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 0]]"
